rfi_id,package,station,subsystem_type,activity_name,initiator_role,contractor_id,inspector_id,raised_date,sla_deadline,closed_date,result,planned_quantity,verified_quantity,quantity_unit,remarks
RFI-0247,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,ELEC,UPS installation,CONTRACTOR_SE,CTR-04,INS-05,2025-09-18,2025-09-20,2025-09-20,APPROVED_WITH_COMMENTS,57.73,54.14,cum,Approved with comments: Work generally satisfactory but 7 minor finishing defects noted. Contractor to rectify within 3 days. No re-inspection needed.
RFI-0248,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Check rail installation,SITE_ENG,CTR-03,INS-03,2025-11-07,2025-11-09,2025-11-07,APPROVED,295.2,267.5,rmt,"Cable laying completed as per routing diagram. Insulation resistance test passed (248 Megaohm). Bend radius maintained. Approved. Weather: Clear, 35C."
RFI-0249,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,ELEC,Cable tray routing,CONTRACTOR_SE,CTR-04,INS-07,2025-12-30,2026-01-01,2025-12-31,APPROVED,33.81,32.44,cum,"Work executed as per approved drawing DRG-806-R0. Concrete cube strength satisfactory at 35 MPa. Cover meter reading within tolerance. Approved for next activity. Weather: Overcast, light drizzle earlier."
RFI-0250,PKG-05-TRACK,STN-01-Janakpuri-West,TRACK,Insulated rail joint installation,PLANNING_ENG,CTR-08,INS-01,2025-12-15,2025-12-17,2025-12-16,APPROVED,462.58,436.14,sqm,"Inspection carried out. Alignment checked with total station, deviation within +/-12mm. Material test certificates verified. Clearance granted. Weather: Clear, 28C, good conditions."
RFI-0251,PKG-05-TRACK,STN-04-Palam,TRACK,Buffer stop installation,PLANNING_ENG,CTR-03,INS-01,2025-10-17,2025-10-19,2025-10-21,APPROVED_WITH_COMMENTS,208.64,193.31,cum,"Approved with comments: Alignment acceptable but contractor advised to improve survey control. 9mm deviation close to limit. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0252,PKG-04-TELECOM,STN-01-Janakpuri-West,TVS,Damper and duct installation,SITE_ENG,CTR-07,INS-11,2025-04-07,2025-04-09,2025-04-08,APPROVED,331.32,324.64,MT,Work executed as per approved drawing DRG-469-R3. Concrete cube strength satisfactory at 32 MPa. Cover meter reading within tolerance. Approved for next activity.
RFI-0253,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Pier cap pre-stressing,SITE_ENG,CTR-01,INS-02,2026-03-15,2026-03-17,2026-03-16,APPROVED,42.84,38.31,MT,Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached.
RFI-0254,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Viaduct segment erection,CONTRACTOR_SE,CTR-01,INS-04,2026-03-16,2026-03-18,2026-03-17,APPROVED,369.39,345.04,sqm,Cable laying completed as per routing diagram. Insulation resistance test passed (136 Megaohm). Bend radius maintained. Approved.
RFI-0255,PKG-02-ELECTRICAL,STN-06-Rajouri-Garden,ELEC,DG set commissioning,SITE_ENG,CTR-05,INS-06,2025-12-23,2025-12-25,2025-12-23,APPROVED_WITH_COMMENTS,315.57,282.86,rmt,"Approved with comments: Track fastening acceptable but 3 clips show minor corrosion. Replace during next maintenance window. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0256,PKG-04-TELECOM,STN-08-Kirti-Nagar,TVS,Tunnel ventilation fan installation,CONTRACTOR_SE,CTR-05,INS-12,2025-10-21,2025-10-23,2025-10-22,APPROVED,386.69,373.54,MT,"Earthing resistance measured at 1.3 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Clear, 28C, good conditions."
RFI-0257,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Station roof slab casting,CONTRACTOR_SE,CTR-03,INS-01,2025-07-22,2025-07-24,2025-07-23,APPROVED,413.79,388.72,rmt,"Earthing resistance measured at 1.0 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Overcast, light drizzle earlier."
RFI-0258,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Station roof slab casting,SITE_ENG,CTR-01,INS-03,2025-10-22,2025-10-24,,REJECTED,204.37,0,sqm,REJECTED: Waterproofing membrane not adhering at 3 locations. Air pockets observed. Strip and re-apply required.
RFI-0259,PKG-03-SIGNALLING,STN-06-Rajouri-Garden,SCADA,Communication link testing,CONTRACTOR_SE,CTR-07,INS-09,2026-03-10,2026-03-12,2026-03-11,APPROVED,48.49,47.12,sqm,"Inspection carried out. Alignment checked with total station, deviation within +/-8mm. Material test certificates verified. Clearance granted. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0260,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,BMS,Fire alarm panel integration,PLANNING_ENG,CTR-04,INS-05,2025-12-14,2025-12-16,2025-12-14,APPROVED,202.92,182.83,MT,"Track alignment survey completed. Versine readings within 4mm tolerance. Rail level difference within +/-3mm. Approved for traffic. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0261,PKG-05-TRACK,STN-04-Palam,TRACK,Check rail installation,PLANNING_ENG,CTR-08,INS-03,2025-10-30,2025-11-01,2025-10-31,APPROVED_WITH_COMMENTS,137.88,121.75,MT,"Approved with comments: Track fastening acceptable but 6 clips show minor corrosion. Replace during next maintenance window. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0262,PKG-05-TRACK,STN-02-Dabri-Mor,TRACK,Insulated rail joint installation,SITE_ENG,CTR-08,INS-03,2025-11-02,2025-11-04,2025-11-02,APPROVED,489.53,469.52,rmt,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Dust storm warning, work paused 2hrs."
RFI-0263,PKG-04-TELECOM,STN-05-Sadar-Bazar,TEL,OFC termination and splicing,PLANNING_ENG,CTR-05,INS-11,2025-07-15,2025-07-17,2025-07-18,APPROVED_WITH_COMMENTS,86.95,81.12,cum,"Approved with comments: Cable routing acceptable but labelling incomplete at 3 junction boxes. Complete labelling before next inspection milestone. Weather: Clear, 28C, good conditions."
RFI-0264,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,U-girder launching,CONTRACTOR_SE,CTR-03,INS-02,2026-03-08,2026-03-10,2026-03-09,APPROVED,42.23,37.38,kg,"Track alignment survey completed. Versine readings within 4mm tolerance. Rail level difference within +/-3mm. Approved for traffic. Weather: Dust storm warning, work paused 2hrs."
RFI-0265,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Pile cap construction,CONTRACTOR_SE,CTR-01,INS-02,2026-01-22,2026-01-24,2026-02-09,REJECTED,29.47,0,rmt,REJECTED: Welding quality unsatisfactory. UT test shows 3 defects in 9 joints. Grind and re-weld required.
RFI-0266,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,BMS,BMS controller installation,PLANNING_ENG,CTR-05,INS-06,2025-08-12,2025-08-14,2025-08-12,APPROVED,108.3,103.72,cum,"Track alignment survey completed. Versine readings within 3mm tolerance. Rail level difference within +/-1mm. Approved for traffic. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0267,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Insulated rail joint installation,CONTRACTOR_SE,CTR-03,INS-02,2026-03-24,2026-03-26,2026-03-24,APPROVED_WITH_COMMENTS,390.37,369.18,nos,Approved with comments: Overall installation acceptable. Minor paint touch-up required at 6 locations. Snag list attached.
RFI-0268,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Pier column reinforcement,SITE_ENG,CTR-03,INS-01,2025-07-28,2025-07-30,2025-07-29,APPROVED,374.99,360.77,rmt,"Inspection carried out. Alignment checked with total station, deviation within +/-12mm. Material test certificates verified. Clearance granted."
RFI-0269,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,Fiber optic cable laying,CONTRACTOR_SE,CTR-05,INS-12,2026-01-04,2026-01-06,2026-01-04,APPROVED,241.33,222.96,kg,"Pre-stressing operation completed. Jack pressure verified at 241 bar. Elongation within +/-7.6% of theoretical. Grouting may proceed. Weather: Clear, 35C."
RFI-0270,PKG-03-SIGNALLING,STN-08-Kirti-Nagar,SIG,Track circuit bonding,SITE_ENG,CTR-07,INS-09,2025-12-06,2025-12-08,2025-12-08,APPROVED,242.69,215.98,MT,Earthing resistance measured at 0.8 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0271,PKG-02-ELECTRICAL,STN-05-Sadar-Bazar,BMS,Fire alarm panel integration,CONTRACTOR_SE,CTR-05,INS-05,2025-04-04,2025-04-06,2025-04-14,REJECTED,280.31,0,kg,REJECTED: Welding quality unsatisfactory. UT test shows 5 defects in 21 joints. Grind and re-weld required.
RFI-0272,PKG-03-SIGNALLING,STN-02-Dabri-Mor,SIG,Interlocking system testing,CONTRACTOR_SE,CTR-07,INS-10,2025-04-21,2025-04-23,2025-04-22,APPROVED,85.12,85.03,rmt,Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage.
RFI-0273,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,ELEC,Cable tray routing,SITE_ENG,CTR-05,INS-06,2026-02-11,2026-02-13,2026-02-11,APPROVED_WITH_COMMENTS,367.33,335.64,rmt,"Approved with comments: Overall installation acceptable. Minor paint touch-up required at 6 locations. Snag list attached. Weather: Clear, 35C."
RFI-0274,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,SITE_ENG,CTR-02,INS-01,2025-12-15,2025-12-17,2025-12-20,APPROVED,189.45,173.34,nos,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0275,PKG-02-ELECTRICAL,STN-02-Dabri-Mor,BMS,BMS controller installation,CONTRACTOR_SE,CTR-04,INS-05,2025-07-28,2025-07-30,2025-07-28,APPROVED,212.4,198.6,kg,"Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0276,PKG-03-SIGNALLING,STN-05-Sadar-Bazar,SIG,Axle counter installation,SITE_ENG,CTR-06,INS-09,2025-06-22,2025-06-24,2025-06-23,APPROVED,67.29,63.85,rmt,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 26 joints tested. Approved.
RFI-0277,PKG-01-CIVIL,STN-04-Palam,CIVIL,Viaduct segment erection,PLANNING_ENG,CTR-03,INS-03,2026-02-15,2026-02-17,2026-02-15,APPROVED,64.62,58.28,rmt,Track alignment survey completed. Versine readings within 4mm tolerance. Rail level difference within +/-3mm. Approved for traffic.
RFI-0278,PKG-04-TELECOM,STN-08-Kirti-Nagar,TEL,CCTV camera mounting,PLANNING_ENG,CTR-05,INS-12,2026-01-10,2026-01-12,2026-01-11,APPROVED,73.73,67.14,nos,"Pre-stressing operation completed. Jack pressure verified at 207 bar. Elongation within +/-5.6% of theoretical. Grouting may proceed. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0279,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Parapet wall casting,CONTRACTOR_SE,CTR-02,INS-02,2025-08-15,2025-08-17,2025-08-16,APPROVED,447.96,406.54,MT,Earthing resistance measured at 0.7 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0280,PKG-05-TRACK,STN-04-Palam,TRACK,Buffer stop installation,SITE_ENG,CTR-03,INS-01,2026-03-15,2026-03-17,2026-03-15,APPROVED,364.44,345.91,nos,"Installation completed as per approved methodology. Torque values checked and within specification. Witness photographs attached. Weather: Overcast, light drizzle earlier."
RFI-0281,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Pier column reinforcement,CONTRACTOR_SE,CTR-02,INS-04,2025-05-24,2025-05-26,2025-05-25,APPROVED,409.14,374.47,cum,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 9 joints tested. Approved.
RFI-0282,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,ELEC,Transformer erection,SITE_ENG,CTR-04,INS-05,2026-01-19,2026-01-21,2026-01-20,APPROVED_WITH_COMMENTS,158.33,148.26,cum,"Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle. Weather: Clear, 35C."
RFI-0283,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Station roof slab casting,PLANNING_ENG,CTR-02,INS-04,2025-06-13,2025-06-15,2025-06-14,APPROVED,481.92,478.26,nos,Earthing resistance measured at 0.5 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0284,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Parapet wall casting,SITE_ENG,CTR-02,INS-01,2025-12-09,2025-12-11,2025-12-10,APPROVED_WITH_COMMENTS,94.61,88.85,MT,"Approved with comments: Test results within limits but close to threshold. Monitoring recommended during next cycle. Weather: Clear, 28C, good conditions."
RFI-0285,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Pier cap pre-stressing,CONTRACTOR_SE,CTR-02,INS-04,2026-01-15,2026-01-17,2026-01-16,APPROVED_WITH_COMMENTS,398.33,354.31,kg,"Approved with comments: Overall installation acceptable. Minor paint touch-up required at 8 locations. Snag list attached. Weather: Monsoon conditions, intermittent rain."
RFI-0286,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Rail fastening clip installation,CONTRACTOR_SE,CTR-03,INS-01,2026-02-06,2026-02-08,2026-02-07,APPROVED,221.12,206.3,cum,"Work executed as per approved drawing DRG-764-R3. Concrete cube strength satisfactory at 35 MPa. Cover meter reading within tolerance. Approved for next activity. Weather: Overcast, light drizzle earlier."
RFI-0287,PKG-02-ELECTRICAL,STN-05-Sadar-Bazar,BMS,Sensor wiring and termination,PLANNING_ENG,CTR-05,INS-06,2026-01-31,2026-02-02,2026-02-08,REJECTED,194.03,0,MT,"REJECTED: Waterproofing membrane not adhering at 3 locations. Air pockets observed. Strip and re-apply required. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0288,PKG-02-ELECTRICAL,STN-07-ESI-Hospital,ELEC,Earthing system installation,CONTRACTOR_SE,CTR-05,INS-05,2025-10-06,2025-10-08,2025-10-06,APPROVED,107.94,100.01,kg,"Fire alarm loop testing completed successfully. All 66 devices responding. Zone mapping verified against approved layout. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0289,PKG-03-SIGNALLING,STN-01-Janakpuri-West,SIG,Relay room equipment installation,PLANNING_ENG,CTR-07,INS-10,2026-03-21,2026-03-23,2026-03-21,APPROVED,296.33,274.36,cum,"Inspection carried out. Alignment checked with total station, deviation within +/-9mm. Material test certificates verified. Clearance granted. Weather: Dust storm warning, work paused 2hrs."
RFI-0290,PKG-03-SIGNALLING,STN-07-ESI-Hospital,SCADA,SCADA HMI configuration,PLANNING_ENG,CTR-07,INS-10,2025-11-17,2025-11-19,2025-11-18,APPROVED,378.37,345.56,nos,"Earthing resistance measured at 1.2 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Monsoon conditions, intermittent rain."
RFI-0291,PKG-03-SIGNALLING,STN-08-Kirti-Nagar,SIG,Point machine installation,SITE_ENG,CTR-06,INS-10,2025-10-08,2025-10-10,2025-10-08,APPROVED,81.91,78.35,nos,Track alignment survey completed. Versine readings within 4mm tolerance. Rail level difference within +/-2mm. Approved for traffic.
RFI-0292,PKG-05-TRACK,STN-04-Palam,TRACK,Ballast tamping,CONTRACTOR_SE,CTR-03,INS-02,2026-03-05,2026-03-07,2026-03-21,REJECTED,217.24,0,nos,"REJECTED: Fire alarm device at location not responding. Wiring fault suspected. Contractor to trace and rectify loop 2. Weather: Clear, 28C, good conditions."
RFI-0293,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Expansion joint installation,SITE_ENG,CTR-01,INS-04,2026-03-07,2026-03-09,2026-03-08,APPROVED,460.62,457.35,MT,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 21 joints tested. Approved.
RFI-0294,PKG-04-TELECOM,STN-05-Sadar-Bazar,TVS,Smoke extraction duct,CONTRACTOR_SE,CTR-05,INS-12,2025-07-28,2025-07-30,2025-08-01,REJECTED,471.78,0,nos,"REJECTED: Pre-stressing elongation 4.8% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Clear, 35C."
RFI-0295,PKG-01-CIVIL,STN-07-ESI-Hospital,CIVIL,Staircase structural work,CONTRACTOR_SE,CTR-02,INS-03,2026-01-13,2026-01-15,2026-01-13,APPROVED_WITH_COMMENTS,170.34,166.47,kg,"Approved with comments: Pre-stressing within limits but elongation at 1.3% of theoretical is close to 5% tolerance. Extra monitoring on next span. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0296,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Station roof slab casting,CONTRACTOR_SE,CTR-02,INS-01,2025-09-14,2025-09-16,2025-09-16,APPROVED,328.23,309.83,sqm,"Fire alarm loop testing completed successfully. All 67 devices responding. Zone mapping verified against approved layout. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0297,PKG-02-ELECTRICAL,STN-02-Dabri-Mor,BMS,BMS controller installation,PLANNING_ENG,CTR-04,INS-05,2025-08-04,2025-08-06,2025-08-16,REJECTED,50.42,0,cum,"REJECTED: Pre-stressing elongation 5.3% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Dust storm warning, work paused 2hrs."
RFI-0298,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Buffer stop installation,CONTRACTOR_SE,CTR-03,INS-03,2026-01-20,2026-01-22,2026-01-24,REJECTED,104.32,0,kg,REJECTED: Cable insulation resistance below threshold (231 Megaohm vs required 100 Megaohm). Possible moisture ingress. Contractor to rectify.
RFI-0299,PKG-05-TRACK,STN-03-Dashrath-Puri,TRACK,Rail welding (thermit),CONTRACTOR_SE,CTR-03,INS-01,2025-11-16,2025-11-18,2025-11-17,APPROVED_WITH_COMMENTS,325.3,293.56,kg,"Approved with comments: Concrete placement acceptable but vibration marks observed on soffit. Cosmetic rectification required. Structural integrity not affected. Weather: Dust storm warning, work paused 2hrs."
RFI-0300,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Station entrance canopy,PLANNING_ENG,CTR-01,INS-03,2026-03-17,2026-03-19,2026-03-18,APPROVED,143.01,132.07,kg,Welding inspection carried out. UT test results satisfactory as per IS 822. No defects observed in 14 joints tested. Approved.
RFI-0301,PKG-03-SIGNALLING,STN-08-Kirti-Nagar,SCADA,SCADA HMI configuration,CONTRACTOR_SE,CTR-06,INS-09,2025-10-28,2025-10-30,2025-10-28,APPROVED,346.42,308.45,sqm,"Inspection carried out. Alignment checked with total station, deviation within +/-7mm. Material test certificates verified. Clearance granted. Weather: Overcast, light drizzle earlier."
RFI-0302,PKG-04-TELECOM,STN-03-Dashrath-Puri,TVS,Tunnel ventilation fan installation,PLANNING_ENG,CTR-07,INS-11,2025-11-06,2025-11-08,2025-11-06,APPROVED,328.64,316.69,cum,"Fire alarm loop testing completed successfully. All 20 devices responding. Zone mapping verified against approved layout. Weather: Dust storm warning, work paused 2hrs."
RFI-0303,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-02,INS-03,2026-02-07,2026-02-09,2026-02-15,REJECTED,91.71,0,nos,"REJECTED: Pre-stressing elongation 2.4% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Clear, 35C."
RFI-0304,PKG-02-ELECTRICAL,STN-03-Dashrath-Puri,BMS,Access control integration,CONTRACTOR_SE,CTR-04,INS-08,2025-09-13,2025-09-15,2025-09-14,APPROVED,57.89,55.74,kg,Earthing resistance measured at 1.6 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0305,PKG-01-CIVIL,STN-04-Palam,CIVIL,Retaining wall construction,SITE_ENG,CTR-03,INS-03,2026-02-27,2026-03-01,2026-03-01,REJECTED,450.28,0,rmt,"REJECTED: Concrete cover insufficient at 6 locations. Cover meter shows 19mm against required 45mm. Rectification required before re-inspection. Weather: Clear, 28C, good conditions."
RFI-0306,PKG-05-TRACK,STN-06-Rajouri-Garden,TRACK,Check rail installation,SITE_ENG,CTR-03,INS-02,2025-11-12,2025-11-14,2025-11-12,APPROVED,104.54,93.85,cum,Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting.
RFI-0307,PKG-01-CIVIL,STN-03-Dashrath-Puri,CIVIL,Viaduct segment erection,PLANNING_ENG,CTR-01,INS-02,2025-07-19,2025-07-21,2025-07-21,APPROVED,20.63,19.86,kg,Track alignment survey completed. Versine readings within 2mm tolerance. Rail level difference within +/-1mm. Approved for traffic.
RFI-0308,PKG-02-ELECTRICAL,STN-04-Palam,ELEC,Transformer erection,SITE_ENG,CTR-04,INS-08,2025-05-08,2025-05-10,2025-05-08,APPROVED,154.51,153.61,rmt,"Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting. Weather: Dust storm warning, work paused 2hrs."
RFI-0309,PKG-02-ELECTRICAL,STN-04-Palam,ELEC,Cable tray routing,SITE_ENG,CTR-04,INS-05,2025-08-04,2025-08-06,2025-08-04,APPROVED,449.55,411.54,nos,Earthing resistance measured at 0.3 ohm against maximum 1.0 ohm specification. Satisfactory. Approved.
RFI-0310,PKG-02-ELECTRICAL,STN-08-Kirti-Nagar,ELEC,Cable tray routing,SITE_ENG,CTR-05,INS-07,2025-09-26,2025-09-28,2025-09-27,APPROVED,141.87,129.27,kg,"Earthing resistance measured at 0.7 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Overcast, light drizzle earlier."
RFI-0311,PKG-04-TELECOM,STN-08-Kirti-Nagar,TVS,Damper and duct installation,PLANNING_ENG,CTR-05,INS-12,2026-03-24,2026-03-26,2026-03-24,APPROVED,444.96,413.16,rmt,"Inspection carried out. Alignment checked with total station, deviation within +/-12mm. Material test certificates verified. Clearance granted."
RFI-0312,PKG-03-SIGNALLING,STN-03-Dashrath-Puri,SCADA,Traction power SCADA integration,CONTRACTOR_SE,CTR-06,INS-10,2025-07-19,2025-07-21,2025-07-24,REJECTED,121.5,0,nos,"REJECTED: Alignment deviation of 6mm exceeds tolerance of +/-5mm at chainage 4746m. Contractor to realign and request re-inspection. Weather: Foggy morning, visibility under 200m until 10am."
RFI-0313,PKG-03-SIGNALLING,STN-07-ESI-Hospital,SIG,Signal post foundation,CONTRACTOR_SE,CTR-07,INS-09,2026-02-01,2026-02-03,2026-02-01,APPROVED,376.37,342.62,sqm,"Cable laying completed as per routing diagram. Insulation resistance test passed (133 Megaohm). Bend radius maintained. Approved. Weather: Clear, 28C, good conditions."
RFI-0314,PKG-01-CIVIL,STN-04-Palam,CIVIL,Retaining wall construction,SITE_ENG,CTR-01,INS-02,2025-04-29,2025-05-01,2025-04-29,APPROVED,184.24,183.03,kg,"Earthing resistance measured at 1.0 ohm against maximum 1.0 ohm specification. Satisfactory. Approved. Weather: Overcast, light drizzle earlier."
RFI-0315,PKG-02-ELECTRICAL,STN-01-Janakpuri-West,BMS,Access control integration,CONTRACTOR_SE,CTR-04,INS-06,2025-09-12,2025-09-14,2025-09-13,APPROVED,41.04,40.15,nos,Track alignment survey completed. Versine readings within 1mm tolerance. Rail level difference within +/-1mm. Approved for traffic.
RFI-0316,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Parapet wall casting,CONTRACTOR_SE,CTR-03,INS-01,2025-12-27,2025-12-29,2025-12-28,APPROVED,145.84,137.73,nos,"Completed. Visual inspection satisfactory. Dimensional check within tolerance. Quality records maintained properly. Weather: Clear, 28C, good conditions."
RFI-0317,PKG-04-TELECOM,STN-07-ESI-Hospital,TVS,Tunnel ventilation fan installation,PLANNING_ENG,CTR-05,INS-11,2025-11-15,2025-11-17,2025-11-15,APPROVED_WITH_COMMENTS,214.33,197.0,rmt,"Approved with comments: Pre-stressing within limits but elongation at 3.7% of theoretical is close to 5% tolerance. Extra monitoring on next span. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0318,PKG-05-TRACK,STN-07-ESI-Hospital,TRACK,Track bed preparation,PLANNING_ENG,CTR-03,INS-01,2026-02-15,2026-02-17,2026-02-16,APPROVED,106.8,105.5,cum,"Waterproofing membrane applied as per specification. Peel adhesion test passed. No air pockets observed. Approved for next stage. Weather: Clear, 28C, good conditions."
RFI-0319,PKG-03-SIGNALLING,STN-07-ESI-Hospital,SIG,Signal post foundation,PLANNING_ENG,CTR-06,INS-09,2025-06-18,2025-06-20,2025-06-19,APPROVED,421.98,408.88,rmt,"Reinforcement placement verified against bar bending schedule. Lap length and spacing as per IS 456. No deviation observed. Fit for concreting. Weather: Monsoon conditions, intermittent rain."
RFI-0320,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Station roof slab casting,CONTRACTOR_SE,CTR-03,INS-04,2025-12-24,2025-12-26,2025-12-29,REJECTED,341.49,0,MT,"REJECTED: Reinforcement spacing irregular. Measured 215mm against designed 200mm at beam B19. Non-conformance noted. Weather: Heavy rain last 24hrs, site partially waterlogged."
RFI-0321,PKG-01-CIVIL,STN-01-Janakpuri-West,CIVIL,Concourse level slab,SITE_ENG,CTR-01,INS-01,2025-11-15,2025-11-17,2025-11-16,APPROVED,364.27,361.01,sqm,Cable laying completed as per routing diagram. Insulation resistance test passed (342 Megaohm). Bend radius maintained. Approved.
RFI-0322,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,CONTRACTOR_SE,CTR-02,INS-02,2026-01-23,2026-01-25,2026-02-03,APPROVED,146.51,141.14,nos,Cable laying completed as per routing diagram. Insulation resistance test passed (487 Megaohm). Bend radius maintained. Approved.
RFI-0323,PKG-01-CIVIL,STN-06-Rajouri-Garden,CIVIL,Pier cap pre-stressing,PLANNING_ENG,CTR-02,INS-02,2026-02-06,2026-02-08,2026-02-17,APPROVED_WITH_COMMENTS,61.6,60.62,nos,"Approved with comments: Overall installation acceptable. Minor paint touch-up required at 5 locations. Snag list attached. Weather: Overcast, light drizzle earlier."
RFI-0324,PKG-01-CIVIL,STN-05-Sadar-Bazar,CIVIL,Retaining wall construction,PLANNING_ENG,CTR-02,INS-04,2025-09-15,2025-09-17,2025-09-21,REJECTED,326.04,0,kg,"REJECTED: Pre-stressing elongation 7.0% deviation from theoretical exceeds 5% limit. Jack calibration certificate expired. Redo with calibrated jack. Weather: Clear, 35C."
RFI-0325,PKG-01-CIVIL,STN-08-Kirti-Nagar,CIVIL,Pile foundation casting,PLANNING_ENG,CTR-03,INS-01,2025-09-01,2025-09-03,2025-09-03,APPROVED_WITH_COMMENTS,247.02,224.34,kg,"Approved with comments: Pre-stressing within limits but elongation at 4.2% of theoretical is close to 5% tolerance. Extra monitoring on next span. Weather: Monsoon conditions, intermittent rain."
RFI-0326,PKG-05-TRACK,STN-08-Kirti-Nagar,TRACK,Ballast tamping,PLANNING_ENG,CTR-08,INS-03,2025-11-11,2025-11-13,2025-11-11,APPROVED_WITH_COMMENTS,270.5,246.5,cum,Approved with comments: Overall installation acceptable. Minor paint touch-up required at 7 locations. Snag list attached.
RFI-0327,PKG-01-CIVIL,STN-02-Dabri-Mor,CIVIL,Pile cap construction,PLANNING_ENG,CTR-01,INS-03,2026-01-09,2026-01-11,2026-01-27,REJECTED,406.09,0,MT,"REJECTED: Reinforcement spacing irregular. Measured 234mm against designed 200mm at beam B18. Non-conformance noted. Weather: Clear, 28C, good conditions."
